pdb_path	finalscore	n_events	error
Cluster_3_muOR_6QZH_0446.pdb	6.5	8	
Cluster_3_muOR_6QZH_0448.pdb	5.5	7	
Cluster_3_muOR_6QZH_0433.pdb	12.0	17	
Cluster_3_muOR_6QZH_0458.pdb	8.0	12	
Cluster_3_muOR_6QZH_0469.pdb	4.0	5	
Cluster_3_muOR_6QZH_0479.pdb	4.5	6	
Cluster_3_muOR_6QZH_0465.pdb	5.5	8	
Cluster_3_muOR_6QZH_0482.pdb	3.0	4	
Cluster_3_muOR_6QZH_0483.pdb	4.0	5	
Cluster_3_muOR_6QZH_0482_2.pdb	3.0	4	
Cluster_3_muOR_6QZH_0494.pdb	5.0	6	
Cluster_3_muOR_6QZH_0540.pdb	6.0	8	
Cluster_3_muOR_6QZH_0515.pdb	4.5	6	
Cluster_3_muOR_6QZH_0560.pdb	4.5	6	
Cluster_3_muOR_6QZH_0504.pdb	6.0	7	
Cluster_3_muOR_6QZH_0554.pdb	7.0	9	
Cluster_3_muOR_6QZH_0567.pdb	7.0	7	
Cluster_3_muOR_6QZH_0522.pdb	7.0	9	
Cluster_3_muOR_6QZH_0568.pdb	6.5	10	
Cluster_3_muOR_6QZH_0593.pdb	5.5	7	
Cluster_3_muOR_6QZH_0589.pdb	5.5	8	
Cluster_3_muOR_6QZH_0599.pdb	6.5	8	
Cluster_3_muOR_6QZH_0622.pdb	6.5	8	
Cluster_3_muOR_6QZH_0628.pdb	6.5	11	
Cluster_3_muOR_6QZH_0594.pdb	6.0	7	
Cluster_3_muOR_6QZH_0625.pdb	8.5	12	
Cluster_3_muOR_6QZH_0629.pdb	6.5	10	
Cluster_3_muOR_6QZH_0631.pdb	7.0	7	
Cluster_3_muOR_6QZH_0642.pdb	6.0	7	
Cluster_3_muOR_6QZH_0643.pdb	6.5	8	
Cluster_3_muOR_6QZH_0655.pdb	5.5	6	
Cluster_3_muOR_6QZH_0666.pdb	5.5	7	
Cluster_3_muOR_6QZH_0647.pdb	6.0	7	
Cluster_3_muOR_6QZH_0686.pdb	8.5	11	
Cluster_3_muOR_6QZH_0692.pdb	5.0	6	
Cluster_3_muOR_6QZH_0694.pdb	7.0	9	
Cluster_3_muOR_6QZH_0700.pdb	6.0	7	
Cluster_3_muOR_6QZH_0696.pdb	5.5	7	
Cluster_3_muOR_6QZH_0730.pdb	5.0	6	
Cluster_3_muOR_6QZH_0720.pdb	5.5	7	
Cluster_3_muOR_6QZH_0714.pdb	8.0	12	
Cluster_3_muOR_6QZH_0752.pdb	6.5	11	
Cluster_4_muOR_6QZH_0006.pdb	4.0	6	
Cluster_3_muOR_6QZH_0848.pdb	6.0	9	
Cluster_4_muOR_6QZH_0016.pdb	3.5	6	
Cluster_4_muOR_6QZH_0006_2.pdb	4.0	6	
Cluster_4_muOR_6QZH_0035.pdb	4.0	6	
Cluster_4_muOR_6QZH_0047.pdb	4.5	5	
Cluster_4_muOR_6QZH_0056.pdb	5.0	6	
Cluster_4_muOR_6QZH_0064.pdb	3.0	4	
Cluster_4_muOR_6QZH_0069.pdb	4.5	5	
Cluster_4_muOR_6QZH_0085.pdb	4.5	5	
Cluster_4_muOR_6QZH_0087.pdb	4.5	6	
Cluster_4_muOR_6QZH_0092.pdb	4.0	6	
Cluster_4_muOR_6QZH_0132.pdb	3.0	4	
Cluster_4_muOR_6QZH_0146.pdb	3.0	4	
Cluster_4_muOR_6QZH_0205.pdb	4.0	6	
Cluster_4_muOR_6QZH_0206.pdb	3.0	4	
Cluster_4_muOR_6QZH_0217.pdb	3.5	4	
Cluster_4_muOR_6QZH_0253.pdb	4.0	6	
Cluster_4_muOR_6QZH_0278.pdb	4.5	7	
Cluster_4_muOR_6QZH_0278_2.pdb	4.5	7	
Cluster_4_muOR_6QZH_0313.pdb	4.5	7	
Cluster_4_muOR_6QZH_0262.pdb	5.0	7	
Cluster_4_muOR_6QZH_0313_2.pdb	4.5	7	
Cluster_4_muOR_6QZH_0314.pdb	4.0	6	
Cluster_4_muOR_6QZH_0315.pdb	4.0	6	
Cluster_4_muOR_6QZH_0342.pdb	3.5	4	
Cluster_4_muOR_6QZH_0330.pdb	4.5	6	
Cluster_4_muOR_6QZH_0371.pdb	3.0	4	
Cluster_4_muOR_6QZH_0375.pdb	4.0	5	
Cluster_4_muOR_6QZH_0340.pdb	4.0	7	
Cluster_4_muOR_6QZH_0423.pdb	3.0	4	
Cluster_4_muOR_6QZH_0380.pdb	4.5	6	
Cluster_4_muOR_6QZH_0428.pdb	4.5	7	
Cluster_4_muOR_6QZH_0482.pdb	3.0	4	
Cluster_4_muOR_6QZH_0483.pdb	4.0	5	
Cluster_4_muOR_6QZH_0476.pdb	8.0	10	
Cluster_4_muOR_6QZH_0436.pdb	3.5	6	
Cluster_4_muOR_6QZH_0476_2.pdb	8.0	10	
Cluster_4_muOR_6QZH_0506.pdb	4.0	6	
Cluster_4_muOR_6QZH_0487.pdb	4.5	6	
Cluster_4_muOR_6QZH_0560.pdb	4.5	6	
Cluster_4_muOR_6QZH_0596.pdb	3.5	6	
Cluster_4_muOR_6QZH_0606.pdb	3.0	4	
Cluster_4_muOR_6QZH_0681.pdb	4.0	5	
Cluster_4_muOR_6QZH_0568.pdb	6.5	10	
Cluster_4_muOR_6QZH_0644.pdb	7.0	9	
Cluster_4_muOR_6QZH_0873.pdb	3.0	5	
Cluster_5_muOR_6QZH_0006.pdb	4.0	6	
Cluster_5_muOR_6QZH_0016.pdb	3.5	6	
Cluster_5_muOR_6QZH_0035.pdb	4.0	6	
Cluster_5_muOR_6QZH_0038.pdb	5.5	7	
Cluster_5_muOR_6QZH_0087.pdb	4.5	6	
Cluster_5_muOR_6QZH_0092.pdb	4.0	6	
Cluster_5_muOR_6QZH_0069.pdb	4.5	5	
Cluster_5_muOR_6QZH_0093.pdb	5.0	6	
Cluster_5_muOR_6QZH_0211.pdb	4.0	6	
Cluster_5_muOR_6QZH_0230.pdb	6.5	9	
Cluster_5_muOR_6QZH_0259.pdb	5.5	6	
Cluster_5_muOR_6QZH_0262.pdb	5.0	7	
Cluster_5_muOR_6QZH_0237.pdb	4.5	7	
Cluster_5_muOR_6QZH_0295.pdb	6.0	8	
Cluster_5_muOR_6QZH_0278.pdb	4.5	7	
Cluster_5_muOR_6QZH_0313.pdb	4.5	7	
Cluster_5_muOR_6QZH_0315.pdb	4.0	6	
Cluster_5_muOR_6QZH_0330.pdb	4.5	6	
Cluster_5_muOR_6QZH_0340.pdb	4.0	7	
Cluster_5_muOR_6QZH_0363.pdb	5.5	7	
Cluster_5_muOR_6QZH_0401.pdb	5.5	8	
Cluster_5_muOR_6QZH_0402.pdb	3.0	6	
Cluster_5_muOR_6QZH_0349.pdb	6.5	8	
Cluster_5_muOR_6QZH_0404.pdb	6.0	8	
Cluster_5_muOR_6QZH_0436.pdb	3.5	6	
Cluster_5_muOR_6QZH_0462.pdb	3.0	4	
Cluster_5_muOR_6QZH_0462_2.pdb	3.0	4	
Cluster_5_muOR_6QZH_0506.pdb	4.0	6	
Cluster_5_muOR_6QZH_0516.pdb	5.0	7	
Cluster_5_muOR_6QZH_0487.pdb	4.5	6	
Cluster_5_muOR_6QZH_0476.pdb	8.0	10	
Cluster_5_muOR_6QZH_0572.pdb	5.0	7	
Cluster_5_muOR_6QZH_0596.pdb	3.5	6	
Cluster_5_muOR_6QZH_0640.pdb	4.5	5	
Cluster_5_muOR_6QZH_0657.pdb	4.5	5	
Cluster_5_muOR_6QZH_0644.pdb	7.0	9	
Cluster_5_muOR_6QZH_0719.pdb	5.0	6	
Cluster_5_muOR_6QZH_0658.pdb	4.5	5	
Cluster_5_muOR_6QZH_0732.pdb	4.0	6	
Cluster_6_muOR_6QZH_0018.pdb	4.5	7	
Cluster_6_muOR_6QZH_0020.pdb	5.5	6	
Cluster_6_muOR_6QZH_0038.pdb	5.5	7	
Cluster_6_muOR_6QZH_0073.pdb	4.0	5	
Cluster_6_muOR_6QZH_0068.pdb	7.0	9	
Cluster_6_muOR_6QZH_0083.pdb	8.0	11	
Cluster_6_muOR_6QZH_0093.pdb	5.0	6	
Cluster_6_muOR_6QZH_0120.pdb	5.0	7	
Cluster_6_muOR_6QZH_0099.pdb	8.0	12	
Cluster_6_muOR_6QZH_0198.pdb	5.0	6	
Cluster_6_muOR_6QZH_0201.pdb	4.5	5	
Cluster_6_muOR_6QZH_0208.pdb	6.5	8	
Cluster_6_muOR_6QZH_0212.pdb	6.0	8	
Cluster_6_muOR_6QZH_0217.pdb	3.5	4	
Cluster_6_muOR_6QZH_0230.pdb	6.5	9	
Cluster_6_muOR_6QZH_0259.pdb	5.5	6	
Cluster_6_muOR_6QZH_0243.pdb	4.5	6	
Cluster_6_muOR_6QZH_0242.pdb	7.0	10	
Cluster_6_muOR_6QZH_0274.pdb	6.0	9	
Cluster_6_muOR_6QZH_0280.pdb	4.0	5	
Cluster_6_muOR_6QZH_0283.pdb	6.0	7	
Cluster_6_muOR_6QZH_0308.pdb	5.0	6	
Cluster_6_muOR_6QZH_0303.pdb	7.5	10	
Cluster_6_muOR_6QZH_0346.pdb	7.0	8	
Cluster_6_muOR_6QZH_0349.pdb	6.5	8	
Cluster_6_muOR_6QZH_0363.pdb	5.5	7	
Cluster_6_muOR_6QZH_0379.pdb	5.5	7	
Cluster_6_muOR_6QZH_0401.pdb	5.5	8	
Cluster_6_muOR_6QZH_0402.pdb	3.0	6	
Cluster_6_muOR_6QZH_0424.pdb	5.0	7	
Cluster_6_muOR_6QZH_0462.pdb	3.0	4	
Cluster_6_muOR_6QZH_0450.pdb	5.5	7	
Cluster_6_muOR_6QZH_0404.pdb	6.0	8	
Cluster_6_muOR_6QZH_0438.pdb	6.0	7	
Cluster_6_muOR_6QZH_0485.pdb	6.0	9	
Cluster_6_muOR_6QZH_0481.pdb	6.5	8	
Cluster_6_muOR_6QZH_0507.pdb	5.0	7	
Cluster_6_muOR_6QZH_0529.pdb	5.0	6	
Cluster_6_muOR_6QZH_0516.pdb	5.0	7	
Cluster_6_muOR_6QZH_0572.pdb	5.0	7	
Cluster_6_muOR_6QZH_0521.pdb	6.5	7	
Cluster_6_muOR_6QZH_0523.pdb	6.0	8	
Cluster_6_muOR_6QZH_0603.pdb	4.5	7	
Cluster_6_muOR_6QZH_0581.pdb	4.5	5	
Cluster_6_muOR_6QZH_0606.pdb	3.0	4	
Cluster_6_muOR_6QZH_0612.pdb	7.5	10	
Cluster_6_muOR_6QZH_0616.pdb	5.5	7	
Cluster_6_muOR_6QZH_0678.pdb	7.0	9	
Cluster_6_muOR_6QZH_0682.pdb	4.0	6	
Cluster_6_muOR_6QZH_0695.pdb	6.0	8	
Cluster_6_muOR_6QZH_0737.pdb	5.5	9	
Cluster_7_muOR_6QZH_0015.pdb	7.0	10	
Cluster_7_muOR_6QZH_0045.pdb	6.0	8	
Cluster_7_muOR_6QZH_0120.pdb	5.0	7	
Cluster_7_muOR_6QZH_0240.pdb	6.5	8	
Cluster_7_muOR_6QZH_0283.pdb	6.0	7	
Cluster_7_muOR_6QZH_0319.pdb	8.5	12	
Cluster_7_muOR_6QZH_0265.pdb	6.5	11	
Cluster_7_muOR_6QZH_0339.pdb	4.5	6	
Cluster_7_muOR_6QZH_0424.pdb	5.0	7	
Cluster_7_muOR_6QZH_0470.pdb	6.5	11	
Cluster_7_muOR_6QZH_0581.pdb	4.5	5	
Cluster_7_muOR_6QZH_0507.pdb	5.0	7	
Cluster_7_muOR_6QZH_0674.pdb	6.0	8	
Cluster_7_muOR_6QZH_0607.pdb	5.0	7	
Cluster_7_muOR_6QZH_0612.pdb	7.5	10	
Cluster_7_muOR_6QZH_0676.pdb	4.5	5	
cluster_represent_muOR_6QZH_0100.pdb	5.0	7	
cluster_represent_muOR_6QZH_0402.pdb	3.0	6	
Cluster_7_muOR_6QZH_0729.pdb	8.5	13	
cluster_represent_muOR_6QZH_0313.pdb	4.5	7	
cluster_represent_muOR_6QZH_0469.pdb	4.0	5	
cluster_represent_muOR_6QZH_0482.pdb	3.0	4	
cluster_represent_muOR_6QZH_0424.pdb	5.0	7	
new_backbone_bad_muOR_6QZH_0482.pdb	3.0	4	
cluster_represent_muOR_6QZH_0588.pdb	7.5	11	
cluster_represent_muOR_6QZH_0633.pdb	5.5	7	
new_backbone_good_muOR_6QZH_0469.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0001.pdb	5.5	8	
new_backbone_good_muOR_6QZH_0588.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0007.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0009.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0011.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0016.pdb	3.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0013.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0010.pdb	6.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0020.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0019.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0021.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0018.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0028.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0026.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0027.pdb	2.0	2	
non_preferred_rotamer_muOR_6QZH_binder_renum_0029.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0034.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0030.pdb	5.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0032.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0031.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0039.pdb	6.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0035.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0037.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0036.pdb	9.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0047.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0041.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0046.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0044.pdb	10.0	15	
non_preferred_rotamer_muOR_6QZH_binder_renum_0048.pdb	3.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0051.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0053.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0052.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0055.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0057.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0056.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0058.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0064.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0062.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0066.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0065.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0069.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0067.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0068.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0070.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0071.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0072.pdb	8.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0074.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0080.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0076.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0077.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0081.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0082.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0083.pdb	8.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0087.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0089.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0085.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0092.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0091.pdb	6.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0093.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0094.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0096.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0100.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0097.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0099.pdb	8.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0102.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0107.pdb	7.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0104.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0110.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0109.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0111.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0112.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0115.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0120.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0114.pdb	5.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0116.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0123.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0121.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0125.pdb	5.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0124.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0126.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0129.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0128.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0132.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0131.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0133.pdb	8.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0136.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0137.pdb	7.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0142.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0139.pdb	9.5	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0141.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0147.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0143.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0148.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0150.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0149.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0155.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0151.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0157.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0158.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0159.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0160.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0162.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0163.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0165.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0168.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0167.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0169.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0170.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0171.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0173.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0175.pdb	4.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0177.pdb	6.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0176.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0178.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0179.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0181.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0183.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0184.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0185.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0188.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0187.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0190.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0192.pdb	8.5	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0196.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0194.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0193.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0197.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0198.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0201.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0202.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0206.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0205.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0203.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0204.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0207.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0211.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0214.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0217.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0216.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0209.pdb	6.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0215.pdb	7.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0218.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0220.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0227.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0228.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0229.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0226.pdb	2.5	3	
non_preferred_rotamer_muOR_6QZH_binder_renum_0225.pdb	8.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0221.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0223.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0230.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0231.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0234.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0236.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0232.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0233.pdb	3.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0235.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0237.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0238.pdb	5.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0241.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0239.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0246.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0240.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0245.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0242.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0244.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0247.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0248.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0254.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0249.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0257.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0250.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0253.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0255.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0259.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0260.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0263.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0262.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0268.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0266.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0269.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0265.pdb	6.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0270.pdb	5.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0277.pdb	4.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0275.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0274.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0272.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0280.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0273.pdb	5.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0279.pdb	6.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0282.pdb	6.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0285.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0286.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0290.pdb	4.0	6	
