basename	pdb_path	dG_separated	sc_value	Holes	pack_stat	dSASA_int	delta_unsatHbonds	packing_finalscore	packing_n_events	packing_status	packing_error	rosetta_parse_note
Cluster_0_muOR_6QZH_0143.pdb	Cluster_0_muOR_6QZH_0143.pdb	-60.313	0.584818	1.05485	0.549762	2351.71	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0143_2.pdb	Cluster_0_muOR_6QZH_0143_2.pdb	-60.313	0.584818	1.05485	0.549762	2351.71	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0144.pdb	Cluster_0_muOR_6QZH_0144.pdb	-59.0069	0.601183	1.30235	0.49123	2121.46	0	5.0	8	ok		
Cluster_0_muOR_6QZH_0144_2.pdb	Cluster_0_muOR_6QZH_0144_2.pdb	-59.0069	0.601183	1.30235	0.49123	2121.46	0	5.0	8	ok		
Cluster_0_muOR_6QZH_0150.pdb	Cluster_0_muOR_6QZH_0150.pdb	-59.6337	0.573183	1.0222	0.456412	2364.59	2	5.0	7	ok		
Cluster_0_muOR_6QZH_0150_2.pdb	Cluster_0_muOR_6QZH_0150_2.pdb	-59.6337	0.573183	1.0222	0.456412	2364.59	2	5.0	7	ok		
Cluster_0_muOR_6QZH_0195.pdb	Cluster_0_muOR_6QZH_0195.pdb	-51.4311	0.52423	1.41489	0.464936	2179.51	0	5.0	7	ok		
Cluster_0_muOR_6QZH_0195_2.pdb	Cluster_0_muOR_6QZH_0195_2.pdb	-51.4311	0.52423	1.41489	0.464936	2179.51	0	5.0	7	ok		
Cluster_0_muOR_6QZH_0221.pdb	Cluster_0_muOR_6QZH_0221.pdb	-55.9515	0.561036	1.19502	0.521116	2219.91	4	5.0	7	ok		
Cluster_0_muOR_6QZH_0221_2.pdb	Cluster_0_muOR_6QZH_0221_2.pdb	-55.9515	0.561036	1.19502	0.521116	2219.91	4	5.0	7	ok		
Cluster_0_muOR_6QZH_0252.pdb	Cluster_0_muOR_6QZH_0252.pdb	-62.4673	0.550231	1.13404	0.431054	2217.74	1	5.0	7	ok		
Cluster_0_muOR_6QZH_0252_2.pdb	Cluster_0_muOR_6QZH_0252_2.pdb	-62.4673	0.550231	1.13404	0.431054	2217.74	1	5.0	7	ok		
Cluster_0_muOR_6QZH_0273.pdb	Cluster_0_muOR_6QZH_0273.pdb	-61.2161	0.558521	1.15764	0.473114	2319.95	2	5.0	8	ok		
Cluster_0_muOR_6QZH_0294.pdb	Cluster_0_muOR_6QZH_0294.pdb	-46.2356	0.564848	1.42625	0.455614	2032.46	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0294_2.pdb	Cluster_0_muOR_6QZH_0294_2.pdb	-46.2356	0.564848	1.42625	0.455614	2032.46	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0302.pdb	Cluster_0_muOR_6QZH_0302.pdb	-58.3016	0.595945	0.948281	0.473706	2372.2	4	5.0	5	ok		
Cluster_0_muOR_6QZH_0302_2.pdb	Cluster_0_muOR_6QZH_0302_2.pdb	-58.3016	0.595945	0.948281	0.473706	2372.2	4	5.0	5	ok		
Cluster_0_muOR_6QZH_0308.pdb	Cluster_0_muOR_6QZH_0308.pdb	-53.8609	0.561639	1.27983	0.410111	2234.67	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0348.pdb	Cluster_0_muOR_6QZH_0348.pdb	-54.0802	0.560788	0.932515	0.4912	2390.93	1	5.0	6	ok		
Cluster_0_muOR_6QZH_0348_2.pdb	Cluster_0_muOR_6QZH_0348_2.pdb	-54.0802	0.560788	0.932515	0.4912	2390.93	1	5.0	6	ok		
Cluster_0_muOR_6QZH_0366.pdb	Cluster_0_muOR_6QZH_0366.pdb	-45.4492	0.53901	1.3805	0.483559	2135.94	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0366_2.pdb	Cluster_0_muOR_6QZH_0366_2.pdb	-45.4492	0.53901	1.3805	0.483559	2135.94	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0370.pdb	Cluster_0_muOR_6QZH_0370.pdb	-54.8441	0.593094	1.13607	0.438606	2293.4	5	5.0	7	ok		
Cluster_0_muOR_6QZH_0370_2.pdb	Cluster_0_muOR_6QZH_0370_2.pdb	-54.8441	0.593094	1.13607	0.438606	2293.4	5	5.0	7	ok		
Cluster_0_muOR_6QZH_0377.pdb	Cluster_0_muOR_6QZH_0377.pdb	-53.2627	0.56436	1.07368	0.472291	2319.02	2	5.0	6	ok		
Cluster_0_muOR_6QZH_0377_2.pdb	Cluster_0_muOR_6QZH_0377_2.pdb	-53.2627	0.56436	1.07368	0.472291	2319.02	2	5.0	6	ok		
Cluster_0_muOR_6QZH_0397.pdb	Cluster_0_muOR_6QZH_0397.pdb	-49.5128	0.55138	1.44159	0.356404	2115.34	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0397_2.pdb	Cluster_0_muOR_6QZH_0397_2.pdb	-49.5128	0.55138	1.44159	0.356404	2115.34	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0409.pdb	Cluster_0_muOR_6QZH_0409.pdb	-50.5241	0.63629	1.17688	0.549278	1942.72	2	5.0	6	ok		
Cluster_0_muOR_6QZH_0409_2.pdb	Cluster_0_muOR_6QZH_0409_2.pdb	-50.5241	0.63629	1.17688	0.549278	1942.72	2	5.0	6	ok		
Cluster_0_muOR_6QZH_0414.pdb	Cluster_0_muOR_6QZH_0414.pdb	-56.2745	0.589358	1.0023	0.376288	2375.82	2	5.0	7	ok		
Cluster_0_muOR_6QZH_0414_2.pdb	Cluster_0_muOR_6QZH_0414_2.pdb	-56.2745	0.589358	1.0023	0.376288	2375.82	2	5.0	7	ok		
Cluster_0_muOR_6QZH_0418.pdb	Cluster_0_muOR_6QZH_0418.pdb	-51.9624	0.569559	1.32054	0.437603	2215.59	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0418_2.pdb	Cluster_0_muOR_6QZH_0418_2.pdb	-51.9624	0.569559	1.32054	0.437603	2215.59	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0424.pdb	Cluster_0_muOR_6QZH_0424.pdb	-65.8062	0.595456	1.14011	0.42311	2398.05	2	5.0	7	ok		
Cluster_0_muOR_6QZH_0439.pdb	Cluster_0_muOR_6QZH_0439.pdb	-43.6957	0.543242	1.23185	0.434912	2216.97	3	5.0	7	ok		
Cluster_0_muOR_6QZH_0439_2.pdb	Cluster_0_muOR_6QZH_0439_2.pdb	-43.6957	0.543242	1.23185	0.434912	2216.97	3	5.0	7	ok		
Cluster_0_muOR_6QZH_0473.pdb	Cluster_0_muOR_6QZH_0473.pdb	-50.7468	0.528421	1.17095	0.426529	2351.02	4	5.0	6	ok		
Cluster_0_muOR_6QZH_0473_2.pdb	Cluster_0_muOR_6QZH_0473_2.pdb	-50.7468	0.528421	1.17095	0.426529	2351.02	4	5.0	6	ok		
Cluster_0_muOR_6QZH_0493.pdb	Cluster_0_muOR_6QZH_0493.pdb	-53.5097	0.57241	1.23334	0.412773	2187.03	1	5.0	5	ok		
Cluster_0_muOR_6QZH_0493_2.pdb	Cluster_0_muOR_6QZH_0493_2.pdb	-53.5097	0.57241	1.23334	0.412773	2187.03	1	5.0	5	ok		
Cluster_0_muOR_6QZH_0529.pdb	Cluster_0_muOR_6QZH_0529.pdb	-56.2381	0.55958	1.31614	0.456724	2207.52	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0529_2.pdb	Cluster_0_muOR_6QZH_0529_2.pdb	-56.2381	0.55958	1.31614	0.456724	2207.52	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0541.pdb	Cluster_0_muOR_6QZH_0541.pdb	-56.5863	0.592939	0.937763	0.489345	2223.28	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0583.pdb	Cluster_0_muOR_6QZH_0583.pdb	-56.2046	0.641539	1.18587	0.424414	2276.53	6	5.0	6	ok		
Cluster_0_muOR_6QZH_0583_2.pdb	Cluster_0_muOR_6QZH_0583_2.pdb	-56.2046	0.641539	1.18587	0.424414	2276.53	6	5.0	6	ok		
Cluster_0_muOR_6QZH_0586.pdb	Cluster_0_muOR_6QZH_0586.pdb	-42.8332	0.528195	1.44908	0.429132	2137.05	3	5.0	6	ok		
Cluster_0_muOR_6QZH_0597.pdb	Cluster_0_muOR_6QZH_0597.pdb	-58.8066	0.555923	1.10565	0.519406	2257.21	4	5.0	6	ok		
Cluster_0_muOR_6QZH_0621.pdb	Cluster_0_muOR_6QZH_0621.pdb	-62.4919	0.557627	1.28413	0.485406	2305.93	1	5.0	7	ok		
Cluster_0_muOR_6QZH_0648.pdb	Cluster_0_muOR_6QZH_0648.pdb	-46.0202	0.561449	1.41099	0.391746	2045.99	4	5.0	6	ok		
Cluster_0_muOR_6QZH_0663.pdb	Cluster_0_muOR_6QZH_0663.pdb	-57.6098	0.589578	0.979562	0.440899	2315.19	3	5.0	9	ok		
Cluster_0_muOR_6QZH_0679.pdb	Cluster_0_muOR_6QZH_0679.pdb	-46.96	0.537776	1.4336	0.425267	2088.66	4	5.0	6	ok		
Cluster_0_muOR_6QZH_0691.pdb	Cluster_0_muOR_6QZH_0691.pdb	-58.6145	0.538921	1.22146	0.517352	2233.3	1	5.0	7	ok		
Cluster_0_muOR_6QZH_0840.pdb	Cluster_0_muOR_6QZH_0840.pdb	-56.7135	0.595266	1.13037	0.477443	2256.16	7	5.0	6	ok		
Cluster_0_muOR_6QZH_0857.pdb	Cluster_0_muOR_6QZH_0857.pdb	-50.4347	0.534469	1.17814	0.491171	2307.13	2	5.0	7	ok		
Cluster_1_muOR_6QZH_0103.pdb	Cluster_1_muOR_6QZH_0103.pdb	-55.8306	0.564851	1.43965	0.426755	2168.52	1	5.0	7	ok		
Cluster_1_muOR_6QZH_0118.pdb	Cluster_1_muOR_6QZH_0118.pdb	-57.5407	0.564269	1.17518	0.431305	2219.05	1	5.0	8	ok		
Cluster_1_muOR_6QZH_0144.pdb	Cluster_1_muOR_6QZH_0144.pdb	-59.0069	0.601183	1.30235	0.49123	2121.46	0	5.0	8	ok		
Cluster_1_muOR_6QZH_0195.pdb	Cluster_1_muOR_6QZH_0195.pdb	-51.4311	0.52423	1.41489	0.464936	2179.51	0	5.0	7	ok		
Cluster_1_muOR_6QZH_0198.pdb	Cluster_1_muOR_6QZH_0198.pdb	-46.3144	0.561456	1.33104	0.437245	2039.39	5	5.0	6	ok		
Cluster_1_muOR_6QZH_0252.pdb	Cluster_1_muOR_6QZH_0252.pdb	-62.4673	0.550231	1.13404	0.431054	2217.74	1	5.0	7	ok		
Cluster_1_muOR_6QZH_0308.pdb	Cluster_1_muOR_6QZH_0308.pdb	-53.8609	0.561639	1.27983	0.410111	2234.67	3	5.0	6	ok		
Cluster_1_muOR_6QZH_0409.pdb	Cluster_1_muOR_6QZH_0409.pdb	-50.5241	0.63629	1.17688	0.549278	1942.72	2	5.0	6	ok		
Cluster_1_muOR_6QZH_0491.pdb	Cluster_1_muOR_6QZH_0491.pdb	-54.4294	0.605117	1.15676	0.398814	2279.04	1	5.0	7	ok		
Cluster_1_muOR_6QZH_0497.pdb	Cluster_1_muOR_6QZH_0497.pdb	-62.3667	0.56495	1.0017	0.415111	2359.06	3	5.0	8	ok		
Cluster_1_muOR_6QZH_0497_2.pdb	Cluster_1_muOR_6QZH_0497_2.pdb	-62.3667	0.56495	1.0017	0.415111	2359.06	3	5.0	8	ok		
Cluster_1_muOR_6QZH_0583.pdb	Cluster_1_muOR_6QZH_0583.pdb	-56.2046	0.641539	1.18587	0.424414	2276.53	6	5.0	6	ok		
Cluster_1_muOR_6QZH_0597.pdb	Cluster_1_muOR_6QZH_0597.pdb	-58.8066	0.555923	1.10565	0.519406	2257.21	4	5.0	6	ok		
Cluster_1_muOR_6QZH_0597_2.pdb	Cluster_1_muOR_6QZH_0597_2.pdb	-58.8066	0.555923	1.10565	0.519406	2257.21	4	5.0	6	ok		
Cluster_1_muOR_6QZH_0667.pdb	Cluster_1_muOR_6QZH_0667.pdb	-55.1135	0.574776	1.41503	0.422167	2165.91	4	5.0	6	ok		
Cluster_1_muOR_6QZH_0734.pdb	Cluster_1_muOR_6QZH_0734.pdb	-52.9972	0.613328	1.04139	0.509022	2356.01	1	5.0	7	ok		
Cluster_2_muOR_6QZH_0037.pdb	Cluster_2_muOR_6QZH_0037.pdb	-54.1153	0.649746	0.988066	0.431041	2400.04	2	5.0	7	ok		
Cluster_2_muOR_6QZH_0121.pdb	Cluster_2_muOR_6QZH_0121.pdb	-54.4906	0.562635	1.1293	0.539626	2302.3	2	5.0	6	ok		
Cluster_2_muOR_6QZH_0200.pdb	Cluster_2_muOR_6QZH_0200.pdb	-57.0257	0.610456	1.10206	0.421961	2294.54	7	5.0	6	ok		
Cluster_2_muOR_6QZH_0200_2.pdb	Cluster_2_muOR_6QZH_0200_2.pdb	-57.0257	0.610456	1.10206	0.421961	2294.54	7	5.0	6	ok		
Cluster_2_muOR_6QZH_0238.pdb	Cluster_2_muOR_6QZH_0238.pdb	-62.9826	0.613122	1.15189	0.50847	2354.48	0	5.0	8	ok		
Cluster_2_muOR_6QZH_0347.pdb	Cluster_2_muOR_6QZH_0347.pdb	-54.8299	0.608245	1.26003	0.517172	2310.3	5	5.0	7	ok		
Cluster_2_muOR_6QZH_0388.pdb	Cluster_2_muOR_6QZH_0388.pdb	-63.718	0.657591	1.05916	0.419931	2306.82	5	5.0	7	ok		
Cluster_2_muOR_6QZH_0388_2.pdb	Cluster_2_muOR_6QZH_0388_2.pdb	-63.718	0.657591	1.05916	0.419931	2306.82	5	5.0	7	ok		
Cluster_2_muOR_6QZH_0491.pdb	Cluster_2_muOR_6QZH_0491.pdb	-54.4294	0.605117	1.15676	0.398814	2279.04	1	5.0	7	ok		
Cluster_2_muOR_6QZH_0494.pdb	Cluster_2_muOR_6QZH_0494.pdb	-55.6528	0.651207	1.02111	0.600106	2326.39	8	5.0	6	ok		
Cluster_2_muOR_6QZH_0607.pdb	Cluster_2_muOR_6QZH_0607.pdb	-63.4353	0.592862	1.17083	0.490499	2282.43	2	5.0	7	ok		
Cluster_2_muOR_6QZH_0607_2.pdb	Cluster_2_muOR_6QZH_0607_2.pdb	-63.4353	0.592862	1.17083	0.490499	2282.43	2	5.0	7	ok		
Cluster_2_muOR_6QZH_0692.pdb	Cluster_2_muOR_6QZH_0692.pdb	-56.3955	0.602726	1.17318	0.517705	2317.02	2	5.0	6	ok		
Cluster_2_muOR_6QZH_0730.pdb	Cluster_2_muOR_6QZH_0730.pdb	-44.653	0.573911	1.16546	0.457293	2281.25	1	5.0	6	ok		
Cluster_2_muOR_6QZH_0794.pdb	Cluster_2_muOR_6QZH_0794.pdb	-59.2939	0.675232	0.915401	0.468145	2350.95	6	5.0	8	ok		
Cluster_3_muOR_6QZH_0037.pdb	Cluster_3_muOR_6QZH_0037.pdb	-54.1153	0.649746	0.988066	0.431041	2400.04	2	5.0	7	ok		
Cluster_3_muOR_6QZH_0056.pdb	Cluster_3_muOR_6QZH_0056.pdb	-48.3948	0.54231	1.36534	0.448296	2174.52	5	5.0	6	ok		
Cluster_3_muOR_6QZH_0121.pdb	Cluster_3_muOR_6QZH_0121.pdb	-54.4906	0.562635	1.1293	0.539626	2302.3	2	5.0	6	ok		
Cluster_3_muOR_6QZH_0238.pdb	Cluster_3_muOR_6QZH_0238.pdb	-62.9826	0.613122	1.15189	0.50847	2354.48	0	5.0	8	ok		
Cluster_3_muOR_6QZH_0347.pdb	Cluster_3_muOR_6QZH_0347.pdb	-54.8299	0.608245	1.26003	0.517172	2310.3	5	5.0	7	ok		
Cluster_3_muOR_6QZH_0388.pdb	Cluster_3_muOR_6QZH_0388.pdb	-63.718	0.657591	1.05916	0.419931	2306.82	5	5.0	7	ok		
Cluster_3_muOR_6QZH_0494.pdb	Cluster_3_muOR_6QZH_0494.pdb	-55.6528	0.651207	1.02111	0.600106	2326.39	8	5.0	6	ok		
Cluster_3_muOR_6QZH_0692.pdb	Cluster_3_muOR_6QZH_0692.pdb	-56.3955	0.602726	1.17318	0.517705	2317.02	2	5.0	6	ok		
Cluster_3_muOR_6QZH_0730.pdb	Cluster_3_muOR_6QZH_0730.pdb	-44.653	0.573911	1.16546	0.457293	2281.25	1	5.0	6	ok		
Cluster_4_muOR_6QZH_0056.pdb	Cluster_4_muOR_6QZH_0056.pdb	-48.3948	0.54231	1.36534	0.448296	2174.52	5	5.0	6	ok		
Cluster_4_muOR_6QZH_0262.pdb	Cluster_4_muOR_6QZH_0262.pdb	-47.7861	0.568482	1.09739	0.460611	1919.82	5	5.0	7	ok		
Cluster_5_muOR_6QZH_0093.pdb	Cluster_5_muOR_6QZH_0093.pdb	-53.1233	0.527161	1.06065	0.432081	2420.13	6	5.0	6	ok		
Cluster_5_muOR_6QZH_0262.pdb	Cluster_5_muOR_6QZH_0262.pdb	-47.7861	0.568482	1.09739	0.460611	1919.82	5	5.0	7	ok		
Cluster_5_muOR_6QZH_0516.pdb	Cluster_5_muOR_6QZH_0516.pdb	-61.2846	0.610951	1.05645	0.493697	2381.67	5	5.0	7	ok		
Cluster_5_muOR_6QZH_0572.pdb	Cluster_5_muOR_6QZH_0572.pdb	-41.4347	0.508496	1.39477	0.395321	1918.98	3	5.0	7	ok		
Cluster_5_muOR_6QZH_0719.pdb	Cluster_5_muOR_6QZH_0719.pdb	-50.2402	0.600463	1.41606	0.469516	2008.84	1	5.0	6	ok		
Cluster_6_muOR_6QZH_0093.pdb	Cluster_6_muOR_6QZH_0093.pdb	-53.1233	0.527161	1.06065	0.432081	2420.13	6	5.0	6	ok		
Cluster_6_muOR_6QZH_0120.pdb	Cluster_6_muOR_6QZH_0120.pdb	-55.9495	0.551783	1.1234	0.448941	2351.6	0	5.0	7	ok		
Cluster_6_muOR_6QZH_0198.pdb	Cluster_6_muOR_6QZH_0198.pdb	-46.3144	0.561456	1.33104	0.437245	2039.39	5	5.0	6	ok		
Cluster_6_muOR_6QZH_0308.pdb	Cluster_6_muOR_6QZH_0308.pdb	-53.8609	0.561639	1.27983	0.410111	2234.67	3	5.0	6	ok		
Cluster_6_muOR_6QZH_0424.pdb	Cluster_6_muOR_6QZH_0424.pdb	-65.8062	0.595456	1.14011	0.42311	2398.05	2	5.0	7	ok		
Cluster_6_muOR_6QZH_0507.pdb	Cluster_6_muOR_6QZH_0507.pdb	-51.7168	0.541331	1.13052	0.489326	2303.79	4	5.0	7	ok		
Cluster_6_muOR_6QZH_0516.pdb	Cluster_6_muOR_6QZH_0516.pdb	-61.2846	0.610951	1.05645	0.493697	2381.67	5	5.0	7	ok		
Cluster_6_muOR_6QZH_0529.pdb	Cluster_6_muOR_6QZH_0529.pdb	-56.2381	0.55958	1.31614	0.456724	2207.52	3	5.0	6	ok		
Cluster_6_muOR_6QZH_0572.pdb	Cluster_6_muOR_6QZH_0572.pdb	-41.4347	0.508496	1.39477	0.395321	1918.98	3	5.0	7	ok		
Cluster_7_muOR_6QZH_0120.pdb	Cluster_7_muOR_6QZH_0120.pdb	-55.9495	0.551783	1.1234	0.448941	2351.6	0	5.0	7	ok		
Cluster_7_muOR_6QZH_0424.pdb	Cluster_7_muOR_6QZH_0424.pdb	-65.8062	0.595456	1.14011	0.42311	2398.05	2	5.0	7	ok		
Cluster_7_muOR_6QZH_0507.pdb	Cluster_7_muOR_6QZH_0507.pdb	-51.7168	0.541331	1.13052	0.489326	2303.79	4	5.0	7	ok		
Cluster_7_muOR_6QZH_0607.pdb	Cluster_7_muOR_6QZH_0607.pdb	-63.4353	0.592862	1.17083	0.490499	2282.43	2	5.0	7	ok		
cluster_represent_muOR_6QZH_0100.pdb	cluster_represent_muOR_6QZH_0100.pdb	-60.4372	0.546797	1.27836	0.468867	2253.61	1	5.0	7	ok		
cluster_represent_muOR_6QZH_0424.pdb	cluster_represent_muOR_6QZH_0424.pdb	-65.8062	0.595456	1.14011	0.42311	2398.05	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0030.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0030.pdb	-57.6203	0.570077	0.991049	0.4704	2326.11	3	5.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0037.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0037.pdb	-54.1153	0.649746	0.988066	0.431041	2400.04	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0056.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0056.pdb	-48.3948	0.54231	1.36534	0.448296	2174.52	5	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0065.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0065.pdb	-61.1838	0.67378	0.740049	0.501243	2384.58	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0076.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0076.pdb	-46.263	0.577552	1.31877	0.442875	2125.43	7	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0077.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0077.pdb	-50.7795	0.552054	1.39674	0.410751	2199.52	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0080.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0080.pdb	-56.4847	0.568016	1.07358	0.450532	2346.98	0	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0093.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0093.pdb	-53.1233	0.527161	1.06065	0.432081	2420.13	6	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0094.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0094.pdb	-62.7013	0.558365	1.22941	0.485597	2466.08	1	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0100.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0100.pdb	-60.4372	0.546797	1.27836	0.468867	2253.61	1	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0109.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0109.pdb	-56.8867	0.621462	0.977946	0.528575	2376.38	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0120.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0120.pdb	-55.9495	0.551783	1.1234	0.448941	2351.6	0	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0121.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0121.pdb	-54.4906	0.562635	1.1293	0.539626	2302.3	2	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0125.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0125.pdb	-50.7074	0.53525	1.15186	0.436208	2378.45	4	5.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0136.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0136.pdb	-53.2892	0.541884	1.16526	0.427344	2283.12	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0141.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0141.pdb	-49.4518	0.548108	1.44767	0.430252	2121.88	3	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0143.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0143.pdb	-60.313	0.584818	1.05485	0.549762	2351.71	3	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0150.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0150.pdb	-59.6337	0.573183	1.0222	0.456412	2364.59	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0198.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0198.pdb	-46.3144	0.561456	1.33104	0.437245	2039.39	5	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0221.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0221.pdb	-55.9515	0.561036	1.19502	0.521116	2219.91	4	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0234.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0234.pdb	-57.0489	0.621462	0.977946	0.39596	2376.38	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0238.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0238.pdb	-62.9826	0.613122	1.15189	0.50847	2354.48	0	5.0	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0250.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0250.pdb	-56.8159	0.572966	1.22761	0.468092	2275.91	0	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0262.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0262.pdb	-47.7861	0.568482	1.09739	0.460611	1919.82	5	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0268.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0268.pdb	-56.8796	0.621462	0.977946	0.490679	2376.38	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0270.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0270.pdb	-53.3668	0.59093	0.950811	0.423972	2326.04	3	5.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0273.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0273.pdb	-61.2161	0.558521	1.15764	0.473114	2319.95	2	5.0	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0294.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0294.pdb	-46.2356	0.564848	1.42625	0.455614	2032.46	3	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0302.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0302.pdb	-58.3016	0.595945	0.948281	0.473706	2372.2	4	5.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0347.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0347.pdb	-54.8299	0.608245	1.26003	0.517172	2310.3	5	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0348.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0348.pdb	-54.0802	0.560788	0.932515	0.4912	2390.93	1	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0366.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0366.pdb	-45.4492	0.53901	1.3805	0.483559	2135.94	3	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0369.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0369.pdb	-56.8796	0.621462	0.977946	0.440919	2376.38	2	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0370.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0370.pdb	-54.8441	0.593094	1.13607	0.438606	2293.4	5	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0377.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0377.pdb	-53.2627	0.56436	1.07368	0.472291	2319.02	2	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0391.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0391.pdb	-59.0376	0.602577	1.02276	0.48151	2373.9	4	5.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0397.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0397.pdb	-49.5128	0.55138	1.44159	0.356404	2115.34	3	5.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0414.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0414.pdb	-56.2745	0.589358	1.0023	0.376288	2375.82	2	5.0	7	ok		
