basename	pdb_path	finalscore	n_events	status	error
non_preferred_rotamer_muOR_6QZH_binder_renum_0764.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0764.pdb	5.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0786.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0786.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0788.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0788.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0797.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0797.pdb	5.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0820.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0820.pdb	5.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0841.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0841.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0870.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0870.pdb	5.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0881.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0881.pdb	5.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0882.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0882.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0885.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0885.pdb	5.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0902.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0902.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0913.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0913.pdb	5.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0918.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0918.pdb	5.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0923.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0923.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0926.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0926.pdb	5.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0936.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0936.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0955.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0955.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0957.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0957.pdb	5.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0960.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0960.pdb	5.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0963.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0963.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0001.pdb	res2_2_muOR_6QZH_0001.pdb	5.5	8	ok	
res2_2_muOR_6QZH_0014.pdb	res2_2_muOR_6QZH_0014.pdb	5.5	8	ok	
res2_2_muOR_6QZH_0021.pdb	res2_2_muOR_6QZH_0021.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0026.pdb	res2_2_muOR_6QZH_0026.pdb	5.5	8	ok	
res2_2_muOR_6QZH_0028.pdb	res2_2_muOR_6QZH_0028.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0053.pdb	res2_2_muOR_6QZH_0053.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0055.pdb	res2_2_muOR_6QZH_0055.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0116.pdb	res2_2_muOR_6QZH_0116.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0154.pdb	res2_2_muOR_6QZH_0154.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0167.pdb	res2_2_muOR_6QZH_0167.pdb	5.5	8	ok	
res2_2_muOR_6QZH_0173.pdb	res2_2_muOR_6QZH_0173.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0190.pdb	res2_2_muOR_6QZH_0190.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0229.pdb	res2_2_muOR_6QZH_0229.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0286.pdb	res2_2_muOR_6QZH_0286.pdb	5.5	8	ok	
res2_2_muOR_6QZH_0298.pdb	res2_2_muOR_6QZH_0298.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0358.pdb	res2_2_muOR_6QZH_0358.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0365.pdb	res2_2_muOR_6QZH_0365.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0367.pdb	res2_2_muOR_6QZH_0367.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0368.pdb	res2_2_muOR_6QZH_0368.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0398.pdb	res2_2_muOR_6QZH_0398.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0411.pdb	res2_2_muOR_6QZH_0411.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0432.pdb	res2_2_muOR_6QZH_0432.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0435.pdb	res2_2_muOR_6QZH_0435.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0480.pdb	res2_2_muOR_6QZH_0480.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0508.pdb	res2_2_muOR_6QZH_0508.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0527.pdb	res2_2_muOR_6QZH_0527.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0542.pdb	res2_2_muOR_6QZH_0542.pdb	5.5	6	ok	
res2_2_muOR_6QZH_0547.pdb	res2_2_muOR_6QZH_0547.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0562.pdb	res2_2_muOR_6QZH_0562.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0578.pdb	res2_2_muOR_6QZH_0578.pdb	5.5	8	ok	
res2_2_muOR_6QZH_0617.pdb	res2_2_muOR_6QZH_0617.pdb	5.5	7	ok	
res2_2_muOR_6QZH_0717.pdb	res2_2_muOR_6QZH_0717.pdb	5.5	10	ok	
res2_2_muOR_6QZH_0731.pdb	res2_2_muOR_6QZH_0731.pdb	5.5	9	ok	
res2_3_muOR_6QZH_0390.pdb	res2_3_muOR_6QZH_0390.pdb	5.5	7	ok	
res2_3_muOR_6QZH_0547.pdb	res2_3_muOR_6QZH_0547.pdb	5.5	7	ok	
res2_3_muOR_6QZH_0562.pdb	res2_3_muOR_6QZH_0562.pdb	5.5	7	ok	
res2_3_muOR_6QZH_0829.pdb	res2_3_muOR_6QZH_0829.pdb	5.5	11	ok	
res2_3_muOR_6QZH_0832.pdb	res2_3_muOR_6QZH_0832.pdb	5.5	7	ok	
res2_muOR_6QZH_0001.pdb	res2_muOR_6QZH_0001.pdb	5.5	8	ok	
res2_muOR_6QZH_0014.pdb	res2_muOR_6QZH_0014.pdb	5.5	8	ok	
res2_muOR_6QZH_0021.pdb	res2_muOR_6QZH_0021.pdb	5.5	6	ok	
res2_muOR_6QZH_0026.pdb	res2_muOR_6QZH_0026.pdb	5.5	8	ok	
res2_muOR_6QZH_0028.pdb	res2_muOR_6QZH_0028.pdb	5.5	6	ok	
res2_muOR_6QZH_0053.pdb	res2_muOR_6QZH_0053.pdb	5.5	7	ok	
res2_muOR_6QZH_0055.pdb	res2_muOR_6QZH_0055.pdb	5.5	6	ok	
res2_muOR_6QZH_0116.pdb	res2_muOR_6QZH_0116.pdb	5.5	7	ok	
res2_muOR_6QZH_0154.pdb	res2_muOR_6QZH_0154.pdb	5.5	6	ok	
res2_muOR_6QZH_0167.pdb	res2_muOR_6QZH_0167.pdb	5.5	8	ok	
res2_muOR_6QZH_0173.pdb	res2_muOR_6QZH_0173.pdb	5.5	7	ok	
res2_muOR_6QZH_0190.pdb	res2_muOR_6QZH_0190.pdb	5.5	6	ok	
res2_muOR_6QZH_0229.pdb	res2_muOR_6QZH_0229.pdb	5.5	7	ok	
res2_muOR_6QZH_0286.pdb	res2_muOR_6QZH_0286.pdb	5.5	8	ok	
res2_muOR_6QZH_0298.pdb	res2_muOR_6QZH_0298.pdb	5.5	6	ok	
res2_muOR_6QZH_0358.pdb	res2_muOR_6QZH_0358.pdb	5.5	7	ok	
res2_muOR_6QZH_0365.pdb	res2_muOR_6QZH_0365.pdb	5.5	6	ok	
res2_muOR_6QZH_0367.pdb	res2_muOR_6QZH_0367.pdb	5.5	7	ok	
res2_muOR_6QZH_0368.pdb	res2_muOR_6QZH_0368.pdb	5.5	7	ok	
res2_muOR_6QZH_0398.pdb	res2_muOR_6QZH_0398.pdb	5.5	6	ok	
res2_muOR_6QZH_0411.pdb	res2_muOR_6QZH_0411.pdb	5.5	7	ok	
res2_muOR_6QZH_0432.pdb	res2_muOR_6QZH_0432.pdb	5.5	7	ok	
res2_muOR_6QZH_0435.pdb	res2_muOR_6QZH_0435.pdb	5.5	6	ok	
res2_muOR_6QZH_0480.pdb	res2_muOR_6QZH_0480.pdb	5.5	6	ok	
res2_muOR_6QZH_0508.pdb	res2_muOR_6QZH_0508.pdb	5.5	6	ok	
res2_muOR_6QZH_0527.pdb	res2_muOR_6QZH_0527.pdb	5.5	7	ok	
res2_muOR_6QZH_0542.pdb	res2_muOR_6QZH_0542.pdb	5.5	6	ok	
res2_muOR_6QZH_0547.pdb	res2_muOR_6QZH_0547.pdb	5.5	7	ok	
res2_muOR_6QZH_0562.pdb	res2_muOR_6QZH_0562.pdb	5.5	7	ok	
res2_muOR_6QZH_0578.pdb	res2_muOR_6QZH_0578.pdb	5.5	8	ok	
6QZH_muOR_6QZH_424_mut.pdb	6QZH_muOR_6QZH_424_mut.pdb	5.0	7	ok	
6QZH_muOR_6QZH_644_mut.pdb	6QZH_muOR_6QZH_644_mut.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0065.pdb	Cluster_0_muOR_6QZH_0065.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0065_2.pdb	Cluster_0_muOR_6QZH_0065_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0076.pdb	Cluster_0_muOR_6QZH_0076.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0076_2.pdb	Cluster_0_muOR_6QZH_0076_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0077.pdb	Cluster_0_muOR_6QZH_0077.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0094.pdb	Cluster_0_muOR_6QZH_0094.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0094_2.pdb	Cluster_0_muOR_6QZH_0094_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0100.pdb	Cluster_0_muOR_6QZH_0100.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0100_2.pdb	Cluster_0_muOR_6QZH_0100_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0103.pdb	Cluster_0_muOR_6QZH_0103.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0103_2.pdb	Cluster_0_muOR_6QZH_0103_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0118.pdb	Cluster_0_muOR_6QZH_0118.pdb	5.0	8	ok	
Cluster_0_muOR_6QZH_0118_2.pdb	Cluster_0_muOR_6QZH_0118_2.pdb	5.0	8	ok	
Cluster_0_muOR_6QZH_0125.pdb	Cluster_0_muOR_6QZH_0125.pdb	5.0	5	ok	
Cluster_0_muOR_6QZH_0125_2.pdb	Cluster_0_muOR_6QZH_0125_2.pdb	5.0	5	ok	
Cluster_0_muOR_6QZH_0136.pdb	Cluster_0_muOR_6QZH_0136.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0136_2.pdb	Cluster_0_muOR_6QZH_0136_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0143.pdb	Cluster_0_muOR_6QZH_0143.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0143_2.pdb	Cluster_0_muOR_6QZH_0143_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0144.pdb	Cluster_0_muOR_6QZH_0144.pdb	5.0	8	ok	
Cluster_0_muOR_6QZH_0144_2.pdb	Cluster_0_muOR_6QZH_0144_2.pdb	5.0	8	ok	
Cluster_0_muOR_6QZH_0150.pdb	Cluster_0_muOR_6QZH_0150.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0150_2.pdb	Cluster_0_muOR_6QZH_0150_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0195.pdb	Cluster_0_muOR_6QZH_0195.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0195_2.pdb	Cluster_0_muOR_6QZH_0195_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0221.pdb	Cluster_0_muOR_6QZH_0221.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0221_2.pdb	Cluster_0_muOR_6QZH_0221_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0252.pdb	Cluster_0_muOR_6QZH_0252.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0252_2.pdb	Cluster_0_muOR_6QZH_0252_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0273.pdb	Cluster_0_muOR_6QZH_0273.pdb	5.0	8	ok	
Cluster_0_muOR_6QZH_0294.pdb	Cluster_0_muOR_6QZH_0294.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0294_2.pdb	Cluster_0_muOR_6QZH_0294_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0302.pdb	Cluster_0_muOR_6QZH_0302.pdb	5.0	5	ok	
Cluster_0_muOR_6QZH_0302_2.pdb	Cluster_0_muOR_6QZH_0302_2.pdb	5.0	5	ok	
Cluster_0_muOR_6QZH_0308.pdb	Cluster_0_muOR_6QZH_0308.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0348.pdb	Cluster_0_muOR_6QZH_0348.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0348_2.pdb	Cluster_0_muOR_6QZH_0348_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0366.pdb	Cluster_0_muOR_6QZH_0366.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0366_2.pdb	Cluster_0_muOR_6QZH_0366_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0370.pdb	Cluster_0_muOR_6QZH_0370.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0370_2.pdb	Cluster_0_muOR_6QZH_0370_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0377.pdb	Cluster_0_muOR_6QZH_0377.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0377_2.pdb	Cluster_0_muOR_6QZH_0377_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0397.pdb	Cluster_0_muOR_6QZH_0397.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0397_2.pdb	Cluster_0_muOR_6QZH_0397_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0409.pdb	Cluster_0_muOR_6QZH_0409.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0409_2.pdb	Cluster_0_muOR_6QZH_0409_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0414.pdb	Cluster_0_muOR_6QZH_0414.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0414_2.pdb	Cluster_0_muOR_6QZH_0414_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0418.pdb	Cluster_0_muOR_6QZH_0418.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0418_2.pdb	Cluster_0_muOR_6QZH_0418_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0424.pdb	Cluster_0_muOR_6QZH_0424.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0439.pdb	Cluster_0_muOR_6QZH_0439.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0439_2.pdb	Cluster_0_muOR_6QZH_0439_2.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0473.pdb	Cluster_0_muOR_6QZH_0473.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0473_2.pdb	Cluster_0_muOR_6QZH_0473_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0493.pdb	Cluster_0_muOR_6QZH_0493.pdb	5.0	5	ok	
Cluster_0_muOR_6QZH_0493_2.pdb	Cluster_0_muOR_6QZH_0493_2.pdb	5.0	5	ok	
Cluster_0_muOR_6QZH_0529.pdb	Cluster_0_muOR_6QZH_0529.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0529_2.pdb	Cluster_0_muOR_6QZH_0529_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0541.pdb	Cluster_0_muOR_6QZH_0541.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0583.pdb	Cluster_0_muOR_6QZH_0583.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0583_2.pdb	Cluster_0_muOR_6QZH_0583_2.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0586.pdb	Cluster_0_muOR_6QZH_0586.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0597.pdb	Cluster_0_muOR_6QZH_0597.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0621.pdb	Cluster_0_muOR_6QZH_0621.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0648.pdb	Cluster_0_muOR_6QZH_0648.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0663.pdb	Cluster_0_muOR_6QZH_0663.pdb	5.0	9	ok	
Cluster_0_muOR_6QZH_0679.pdb	Cluster_0_muOR_6QZH_0679.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0691.pdb	Cluster_0_muOR_6QZH_0691.pdb	5.0	7	ok	
Cluster_0_muOR_6QZH_0840.pdb	Cluster_0_muOR_6QZH_0840.pdb	5.0	6	ok	
Cluster_0_muOR_6QZH_0857.pdb	Cluster_0_muOR_6QZH_0857.pdb	5.0	7	ok	
Cluster_1_muOR_6QZH_0103.pdb	Cluster_1_muOR_6QZH_0103.pdb	5.0	7	ok	
Cluster_1_muOR_6QZH_0118.pdb	Cluster_1_muOR_6QZH_0118.pdb	5.0	8	ok	
Cluster_1_muOR_6QZH_0144.pdb	Cluster_1_muOR_6QZH_0144.pdb	5.0	8	ok	
Cluster_1_muOR_6QZH_0195.pdb	Cluster_1_muOR_6QZH_0195.pdb	5.0	7	ok	
Cluster_1_muOR_6QZH_0198.pdb	Cluster_1_muOR_6QZH_0198.pdb	5.0	6	ok	
Cluster_1_muOR_6QZH_0252.pdb	Cluster_1_muOR_6QZH_0252.pdb	5.0	7	ok	
Cluster_1_muOR_6QZH_0308.pdb	Cluster_1_muOR_6QZH_0308.pdb	5.0	6	ok	
Cluster_1_muOR_6QZH_0409.pdb	Cluster_1_muOR_6QZH_0409.pdb	5.0	6	ok	
Cluster_1_muOR_6QZH_0491.pdb	Cluster_1_muOR_6QZH_0491.pdb	5.0	7	ok	
Cluster_1_muOR_6QZH_0497.pdb	Cluster_1_muOR_6QZH_0497.pdb	5.0	8	ok	
Cluster_1_muOR_6QZH_0497_2.pdb	Cluster_1_muOR_6QZH_0497_2.pdb	5.0	8	ok	
Cluster_1_muOR_6QZH_0583.pdb	Cluster_1_muOR_6QZH_0583.pdb	5.0	6	ok	
Cluster_1_muOR_6QZH_0597.pdb	Cluster_1_muOR_6QZH_0597.pdb	5.0	6	ok	
Cluster_1_muOR_6QZH_0597_2.pdb	Cluster_1_muOR_6QZH_0597_2.pdb	5.0	6	ok	
Cluster_1_muOR_6QZH_0667.pdb	Cluster_1_muOR_6QZH_0667.pdb	5.0	6	ok	
Cluster_1_muOR_6QZH_0734.pdb	Cluster_1_muOR_6QZH_0734.pdb	5.0	7	ok	
Cluster_2_muOR_6QZH_0037.pdb	Cluster_2_muOR_6QZH_0037.pdb	5.0	7	ok	
Cluster_2_muOR_6QZH_0121.pdb	Cluster_2_muOR_6QZH_0121.pdb	5.0	6	ok	
Cluster_2_muOR_6QZH_0200.pdb	Cluster_2_muOR_6QZH_0200.pdb	5.0	6	ok	
Cluster_2_muOR_6QZH_0200_2.pdb	Cluster_2_muOR_6QZH_0200_2.pdb	5.0	6	ok	
Cluster_2_muOR_6QZH_0238.pdb	Cluster_2_muOR_6QZH_0238.pdb	5.0	8	ok	
Cluster_2_muOR_6QZH_0347.pdb	Cluster_2_muOR_6QZH_0347.pdb	5.0	7	ok	
Cluster_2_muOR_6QZH_0388.pdb	Cluster_2_muOR_6QZH_0388.pdb	5.0	7	ok	
Cluster_2_muOR_6QZH_0388_2.pdb	Cluster_2_muOR_6QZH_0388_2.pdb	5.0	7	ok	
Cluster_2_muOR_6QZH_0491.pdb	Cluster_2_muOR_6QZH_0491.pdb	5.0	7	ok	
Cluster_2_muOR_6QZH_0494.pdb	Cluster_2_muOR_6QZH_0494.pdb	5.0	6	ok	
Cluster_2_muOR_6QZH_0607.pdb	Cluster_2_muOR_6QZH_0607.pdb	5.0	7	ok	
Cluster_2_muOR_6QZH_0607_2.pdb	Cluster_2_muOR_6QZH_0607_2.pdb	5.0	7	ok	
Cluster_2_muOR_6QZH_0692.pdb	Cluster_2_muOR_6QZH_0692.pdb	5.0	6	ok	
Cluster_2_muOR_6QZH_0730.pdb	Cluster_2_muOR_6QZH_0730.pdb	5.0	6	ok	
Cluster_2_muOR_6QZH_0794.pdb	Cluster_2_muOR_6QZH_0794.pdb	5.0	8	ok	
Cluster_3_muOR_6QZH_0037.pdb	Cluster_3_muOR_6QZH_0037.pdb	5.0	7	ok	
Cluster_3_muOR_6QZH_0056.pdb	Cluster_3_muOR_6QZH_0056.pdb	5.0	6	ok	
Cluster_3_muOR_6QZH_0121.pdb	Cluster_3_muOR_6QZH_0121.pdb	5.0	6	ok	
Cluster_3_muOR_6QZH_0238.pdb	Cluster_3_muOR_6QZH_0238.pdb	5.0	8	ok	
Cluster_3_muOR_6QZH_0347.pdb	Cluster_3_muOR_6QZH_0347.pdb	5.0	7	ok	
Cluster_3_muOR_6QZH_0388.pdb	Cluster_3_muOR_6QZH_0388.pdb	5.0	7	ok	
Cluster_3_muOR_6QZH_0494.pdb	Cluster_3_muOR_6QZH_0494.pdb	5.0	6	ok	
Cluster_3_muOR_6QZH_0692.pdb	Cluster_3_muOR_6QZH_0692.pdb	5.0	6	ok	
Cluster_3_muOR_6QZH_0730.pdb	Cluster_3_muOR_6QZH_0730.pdb	5.0	6	ok	
Cluster_4_muOR_6QZH_0056.pdb	Cluster_4_muOR_6QZH_0056.pdb	5.0	6	ok	
Cluster_4_muOR_6QZH_0262.pdb	Cluster_4_muOR_6QZH_0262.pdb	5.0	7	ok	
Cluster_5_muOR_6QZH_0093.pdb	Cluster_5_muOR_6QZH_0093.pdb	5.0	6	ok	
Cluster_5_muOR_6QZH_0262.pdb	Cluster_5_muOR_6QZH_0262.pdb	5.0	7	ok	
Cluster_5_muOR_6QZH_0516.pdb	Cluster_5_muOR_6QZH_0516.pdb	5.0	7	ok	
Cluster_5_muOR_6QZH_0572.pdb	Cluster_5_muOR_6QZH_0572.pdb	5.0	7	ok	
Cluster_5_muOR_6QZH_0719.pdb	Cluster_5_muOR_6QZH_0719.pdb	5.0	6	ok	
Cluster_6_muOR_6QZH_0093.pdb	Cluster_6_muOR_6QZH_0093.pdb	5.0	6	ok	
Cluster_6_muOR_6QZH_0120.pdb	Cluster_6_muOR_6QZH_0120.pdb	5.0	7	ok	
Cluster_6_muOR_6QZH_0198.pdb	Cluster_6_muOR_6QZH_0198.pdb	5.0	6	ok	
Cluster_6_muOR_6QZH_0308.pdb	Cluster_6_muOR_6QZH_0308.pdb	5.0	6	ok	
Cluster_6_muOR_6QZH_0424.pdb	Cluster_6_muOR_6QZH_0424.pdb	5.0	7	ok	
Cluster_6_muOR_6QZH_0507.pdb	Cluster_6_muOR_6QZH_0507.pdb	5.0	7	ok	
Cluster_6_muOR_6QZH_0516.pdb	Cluster_6_muOR_6QZH_0516.pdb	5.0	7	ok	
Cluster_6_muOR_6QZH_0529.pdb	Cluster_6_muOR_6QZH_0529.pdb	5.0	6	ok	
Cluster_6_muOR_6QZH_0572.pdb	Cluster_6_muOR_6QZH_0572.pdb	5.0	7	ok	
Cluster_7_muOR_6QZH_0120.pdb	Cluster_7_muOR_6QZH_0120.pdb	5.0	7	ok	
Cluster_7_muOR_6QZH_0424.pdb	Cluster_7_muOR_6QZH_0424.pdb	5.0	7	ok	
Cluster_7_muOR_6QZH_0507.pdb	Cluster_7_muOR_6QZH_0507.pdb	5.0	7	ok	
Cluster_7_muOR_6QZH_0607.pdb	Cluster_7_muOR_6QZH_0607.pdb	5.0	7	ok	
cluster_represent_muOR_6QZH_0100.pdb	cluster_represent_muOR_6QZH_0100.pdb	5.0	7	ok	
cluster_represent_muOR_6QZH_0424.pdb	cluster_represent_muOR_6QZH_0424.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0030.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0030.pdb	5.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0037.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0037.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0056.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0056.pdb	5.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0065.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0065.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0076.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0076.pdb	5.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0077.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0077.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0080.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0080.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0093.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0093.pdb	5.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0094.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0094.pdb	5.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0100.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0100.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0109.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0109.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0120.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0120.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0121.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0121.pdb	5.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0125.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0125.pdb	5.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0136.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0136.pdb	5.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0141.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0141.pdb	5.0	6	ok	
